codigo_tweet,resposta,classe
1221453585785008128,@g1 Ué? Mas a pessoa quer ir para um país ilegalmente e quer que o Presidente interceda?Surreal!!!!!,c
1221453585785008128,@g1 Certíssimo.,c
1221453585785008128,@g1 Mais uma decisão correta.,c
1221453585785008128,@g1 https://t.co/ocBYHOQh4N,e
1221453585785008128,"@g1 É o novo ""é só você não ser pobre""",d
1221453585785008128,@g1 E tá errado?,c
1221453585785008128,"@g1 Parabéns meu pr Bolsonaro!Reconstruindo o nosso Brasil, destruído pelos 16 anos de corrupção dos governos petistas de Lula e Dilma. Eu sempre acreditei, que nada resiste ao trabalho honesto. Com o Bolsonaro, o Brasil, está ressurgindo das cinzas, igual a fênix. Somos 60 milhões.",c
1221453585785008128,@g1 Nessa eu tenho que concordar.,c
1221453585785008128,@g1 Errado não está.,c
1221453585785008128,@g1 Onde ele erra? 😂😂😂😂😂😂😂,c
1221453585785008128,"@g1 Com todas as dificuldades, estamos conseguindo alcançar o nosso objetivo q é registrar o nosso genuíno partido de direita, o Aliança pelo Brasil. A luta é árdua, mas a recompensa é boa para o nosso Brasil. Hoje somos a 4a força do presidente Bolsonaro com 60 milhões de eleitores.",c
1221453585785008128,@g1 E tá errado?????,c
1221453585785008128,@g1 E tá errado? Kkkkkk,c
1220383187685249029,@g1 Ô bicho que gosta de dinheiro. Tem igual não.,c
1220383187685249029,@g1 https://t.co/YKMzL8SZep,e
1220383187685249029,"@g1 No final das contas deve ser livrar das dívidas, na cadeia. https://t.co/ISGPJc99xo",c
1220383187685249029,@g1 A Carminha tá diferente né ?,o
1220383187685249029,@g1 Causar pânico em sua família por dinheiro..... Putz,o
1220383187685249029,@g1 https://t.co/94kwWmID0m,e
1220383187685249029,@g1 cadeia nela,c
1220383187685249029,@g1 Melhor que comer merda...,o
1220383187685249029,@g1 Alguem andou vendo filme demais,o
1220383187685249029,@g1 Coitada dessa família.  Imagino depois disso as reuniões da família. Que vergonha.,c
1220383187685249029,@g1 carminha temos visita,o
1220383187685249029,@g1 A própria mulher não se valoriza. Ela pediu apenas 3 mil reais pelo resgate.,d
1220383187685249029,@g1 https://t.co/dDkLjhAGDT,e
1220383187685249029,@g1 https://t.co/wPpyE3n25A,e
1220383187685249029,"@g1 Fácil fácil,agora de a ela uma furtuna falsa ,quem sabe ela se sinta forjada com sua falcidade.",c
1220383187685249029,@g1 Pode criticar ela sem o feminismo me acusar de machista? XD tenho permissão?,o
1220383187685249029,@g1 Stonks,e
1220383187685249029,@g1 Agora além de ter que pagar as dívidas ainda vai ficar presa,c
1220383187685249029,@g1 @RaccooningCCoon @gadocast @templariosmgtow Stonks,e
1220378154604408838,"@g1 Lixo humano!! Quem faz maldade com crianças, animais e idosos tem lugar reservado no inferno!!!",d
1220378154604408838,@g1 N gosto nem de ler isso 😭😭😭,d
1220378154604408838,"@g1 Que vagabunda! Tinha que jogar ela dentro da panela com água fervendo, tipo galinha refogada",d
1220378154604408838,@g1 sei nem o que comentar,d
1220378154604408838,@g1 Se faz isso com minha filha jogo álcool e taco fogo,d
1220378154604408838,@g1 ah claro povos nao ocidentais sao mais cool e humanos diferentes do oeste nazi hehe,o
1220378154604408838,@g1 Colocar ela num caldeirão fervendo enquanto não sair a pele não saí de lá....vagabunda!,d
1220378154604408838,@g1 Caralhooooooooooooooooooooooopoooooooooo ooooooooooooooooooooooó,e
1220378154604408838,@g1 Como tem gente ruim no mundo,d
1220378154604408838,@g1 Geeeenteeeeee! Crueldade sem limites!,d
1220378154604408838,@g1 Q babá é essa .Horrível,d
1220378154604408838,@g1 Ela*,o
1220378154604408838,@g1 Pqp..🤬😠,e
1220378154604408838,@g1 Monstroo,d
1220378154604408838,@g1 Eu faria o mesmo com ele .Alguém se habilita?Quero o corpo todo mergulhado,c
1220378154604408838,@g1 Capeta dos infernos. Essa Puta desgraçada.,d
1220368431867932672,@g1 https://t.co/4iHMfXR2oe,e
1220368431867932672,"@g1 De batom ainda, ele deve ter adorado 😂😂",c
1220368431867932672,@g1 Uma merda.,d
1220368431867932672,@g1 O DA DILMA É 1000X MELHOR,d
1220368431867932672,"@g1 MEU DEUS, MUITO FALSO",d
1220368431867932672,@g1 Dilma? https://t.co/z80joj8qeg,e
1220368431867932672,@g1 eu quero não sacanear nada do governo mas é IMPOSSÍVEL HAHAHA,o
1220368431867932672,@g1 então é essa boca rosa que geral tava falando?,o
1220368431867932672,@g1 Poxa Boca Rosa,o
1220368431867932672,@g1 Que desperdício de tinta.,d
1220368431867932672,@g1 Essa é para dar risadas.,d
1220368431867932672,"@g1 Porra eu já não gostava do Romero Brito, agora @pat_2f 😂😂😂",d
1220368431867932672,@g1 Presidente gender fluid,o
1220368431867932672,@g1 gostei do batom,c
1220368431867932672,@g1 Novamente isso....,d
1220368431867932672,@g1 A pabllo perdeuu,e
1220368431867932672,"@g1 Será que o Carlinhos Maia irá pichar os quadros do Romero Brito, na sua Vila em sinal de protesto?",o
1220368431867932672,@g1 Tá amarrado!,d
1220368431867932672,"@g1 ""arte""",d
1220368431867932672,@g1 Puts... E aquele discurso da arte da próxima década ser heróica?,d
1220368431867932672,@g1 com batonzinho e tudo talquei?,c
1220368431867932672,@g1 O batom matte da Avon.,e
1220368431867932672,@g1 KKKKKKKKKKKKKKK,e
1220368431867932672,"@g1 Seria o Bozo a nova ""Boca rosa"" AKAKAKAKAKAKAK",o
1220368431867932672,"@g1 Assistia ao Fantástico, deixei de assistir, depois deixei o J Nacional, em seguida, a Globo News. Na esperança de um bom jornalismo, me decepcionei com os Pingos nos IS... em seguida, o Jornal da Manhã, da JP, vi o fracasso... ao longo dos anos percebi que só me resta a Internet.",d
1220368431867932672,@g1 lindo batom,c
1220356763607883779,@g1 Bella,e
1220356763607883779,@g1 Se brochar levar porrada! 👊,o
1220356763607883779,"@g1 Um cara tem coragem de chegar perto de uma monstra dessa kkkkk, podem achar lindo, q isso é ser saudável, mas não é saudável muito menos lindo",d
1220356763607883779,@g1 Maravilhosa AaaAAAAaaaaaaaaAAAAAAAaaaa ❣️😍😘,c
1220356763607883779,@g1 Monstro,d
1220356763607883779,"@g1 Uau, que notícia relevante, não poderia dormir sem saber desta, muito obrigado!",d
1220356763607883779,@g1 Essa mulher é o marido do Belo ?,o
1220356763607883779,@g1 Será que ela passou no exame antidoping?,o
1220356763607883779,@g1 #G1 https://t.co/KFGaFRc4wv,e
1220356763607883779,@g1 Affs,e
1220356763607883779,@g1 tomara que continue assim até qdo estiver velhinha,c
1220356763607883779,@g1 Uma coisa tem que se admirar na Gracyanne: foco e determinação para manter esse corpo. https://t.co/Q9TBSt4Pag,c
1220356763607883779,@g1 Projeto de traveco ainda se acha sensual?,d
1220356763607883779,@g1 Já pagaram as contas que estavam devendo ? Cadê o Belo ?,o
1220356763607883779,@g1 Presta a atenção estagiário.,d
1220356763607883779,@g1 https://t.co/jtApDFU9mf,e
1220356763607883779,@g1 Devia se pintar de verde e sair se mulher Hulk,o
1220356763607883779,@g1 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣pqp,e
1221406178384568320,@g1 🐸😎 https://t.co/EBjCMK7tLL,e
1221406178384568320,@g1 Entrei nos comentários só pela zoeira.,o
1221406178384568320,@g1 @_redatordearte,e
1221406178384568320,"@g1 Tenho pena desses gados cornos que insistem em se relacionar sério com mulheresSejam solteiros rapaziada, curtam a vida de vcs livres, porque mulher hoje em dia é sinônimo de dor de cabeça, chifres e prejuízo financeiro",d
1221406178384568320,"@g1 Como vamos chamar isso? Hominicídio? Vamos fazer um projeto de lei, protestos, sair dizendo que todas as mulheres são agressoras e odeiam os homens... ou tratar isso como um crime que já consta no Código Penal?",d
1221406178384568320,@g1 Tentativa de Hominicidio?,d
1221406178384568320,@g1 Uai a mina traiu e ainda tentou matar o fiel ? Kkkkkkk,d
1221406178384568320,"@g1 Se o gênero das vítimas fosse diferente geraria textão passeata e o caramba.  Mas como é macho levando facada de fêmea, não gera repercussão, só memes...",d
1221406178384568320,"@g1 O mais curioso nessa matéria são os relatos, porque o desfecho é sempre o mesmo: mulher nunca é punida com o mesmo rigor. Me pergunto: e se o agressor fosse o homem? Detalhe: após esfaqueá-lo, a mulher foi limpar a cena do crime (não achou que foi por causa das crianças, né?). https://t.co/nhZHPNLcUY",d
1221406178384568320,"@g1 eu vim nos comentários achando que ia ver geral zoando o corno e na verdade só vejo outros cornos reclamando de ""hominicídio""tempos sombrios vivemosfeminicidio reverso",o
1221406178384568320,@g1 Esse é corajoso.,c
1221406178384568320,@g1 Cornicídio?,e
1221406178384568320,"@g1 @kaodeq Essa matéria foi escrita assim pra polemizar, fala sério! A mulher esfaqueou o marido porque esfaqueou. Ponto. Não foi porque ele é homem.",d
1221406178384568320,"@g1 História estranha demais, credo",d
1221406178384568320,@g1 Cadê o João da Penha?  Alguém chama o Rihanno....,o
1221406178384568320,@g1 Mais homens morrem pouco quando se trata do assunto!!! https://t.co/YxfPds3Iwh,o
1221406178384568320,@g1 https://t.co/k8TmgpLN7c,e
1221406178384568320,@g1 Um bom corno à casa torna,c
1221406178384568320,@g1 Ata.... https://t.co/7WqvNL6K03,e
1221406178384568320,@g1 Tentativa de masculinicídio!!! Cadê os direitos dos homens?? Até quando seremos vítimas dessas loucas varridas?? Mete chifre e facada? Aí não dá!! 😂😂,d
1221406178384568320,"@g1 Oxe, ele será amparado por masculinicídio?Mauro da penha?",d
1221406178384568320,@g1 https://t.co/G0fjLAkHIm,e
1221406178384568320,@g1 Tentativa de Machicídio.,d
1221406178384568320,@g1 É um bom corno!,c
1221406178384568320,"@g1 Homenicídio, até quando Brasil? Até quando Bozo??",d
1221406178384568320,"@g1 Homicídio sem agravante, homicídio contra mulheres enquadra como agravante, superprivilégio por teoricamente ser mais fraca, nem sempre.",d
1221406178384568320,@g1 Espero q puxe uma cana pesada.,d
1221406178384568320,@g1 Feminicidio,o
1221406178384568320,"@g1 ""Não fiz nada de mais, só estava mantendo um relacionamento extraconjugal por menos de uma ano...""",o
1221406178384568320,@g1 Caso isolado número 9986415.Tem que criar um agravante para crimes passionais cometidos por mulheres.,d
1221406178384568320,@g1 tentativa de hominicídio*,d
1220337890942521344,@g1 Os brasileiros sabe que não é verdade que a corrupção tá igual,c
1220337890942521344,"@g1 Nenhuma surpresa, nunca se aprovou antes na história do Brasil tantas leis para proteger criminosos diversos da ação do estado. Cai a segunda instância. Está nítido a consolidação de um estado de impunidade total. Isso vai reverberar mais a frente com o aumento da corrupção.",c
1220337890942521344,"@g1 De novo? Não faz 3 horas que postaram isso. Entramos na matéria e não vemos o por que da ""estagnação"". No site do IPC (@TI_InterBr) tem lá bem grande alguns dos motivos (STF, Congresso..).",d
1220337890942521344,"@g1 Para um presidente que disse que os filhos merecem filé mignon e que faria tudo o que pudesse para anular as investigações contra os filhos , estão aí os resultados...",c
1220337890942521344,@g1 2019  foi todo direcionado pra blindar políticos. Os juízes de primeira e segunda instância foram bombardeados pelo congresso..Até juiz de garantias foi criado..Como se o juiz concursado não tivesse a capacidade de julgar um caso..,c
1220337890942521344,@g1 https://t.co/oN0MDMlxXN,e
1220337890942521344,"@g1 Quando se tem caso de corrupção dentro da própria família do presidente que por sinal são todos políticos , fica impossível de não ter uma péssima imagem.",c
1220337890942521344,"@g1 Já culpou o pT, gado??",o
1220337890942521344,"@g1 Isso tudo e balela eles dizem (o gado), o poder executivo, legislativo e judiciario dizem que o Brasil caminha a favor do combate a corrupção, temos leis maravilhosas e a cada dia eles criam novas leis pra facilitar o combate.. Brasil e uma piada e fundo do poço e logo ali..",c
1220337890942521344,"@g1 Se o @g1 falou .....é vdd esse bilhete ..... chora mais pq a teta secou @jairbolsonaro 2022 , voto e faço campanha de graça",d
1220337890942521344,"@g1 Esse ano piorou, está bem pior que o ano passado, elegemos um presidente que dizia combater a corrupção e agora ele faz conluio com os corruptos, a tendência é piorar piorar piorar piorar....",c
1220337890942521344,@g1 @wrthxr faz arminha que passa 👉👉,o
1220337890942521344,@g1 Se repetiu como piorou?,d
1220337890942521344,@g1 ¯\_(ツ)_/¯,e
1220337890942521344,@g1 Fake News Globolixo,d
1220337890942521344,@g1 No governo @ptbrasil  tinha combate à corrupção?,d
1220337890942521344,@g1 STF soltou uns aí... E claro que iria piorar!,c
1220337890942521344,@g1 🤔,e
1220337890942521344,@g1 A Venezuela tem 16 pontos?,o
1220337890942521344,@g1 Kkkkkkkk olha isso!! Kkkkkkkk https://t.co/AJmJQ1FtFM,o
1220337890942521344,@g1 efeito jair,c
1220337890942521344,@g1 E choca um total de 0 pessoas.,c
1221236310591053824,@g1 💩💩💩💩💩💩💩💩💩💩💩💩,e
1221236310591053824,@g1 https://t.co/bfbEFaM1go,e
1221236310591053824,@g1 https://t.co/NiKXrQ30GK,e
1221236310591053824,"@g1 Boa parte pra ele.Mas que a musica é uma merda... ahhh amigo, é sim",d
1221236310591053824,@g1 quero ver ele cantar AZUL CANETA pro iatolá,o
1221236310591053824,"@g1 Boa sorte pra ele, foi atrás dos sonhos. 😅",c
1221236310591053824,@g1 @taymsep,e
1221236310591053824,"@g1 Isto não pode ser verdade! ""Nepussivi"". 🤦",d
1221236310591053824,"@g1 Misericordia, e eu aqui querendo ganhar meu salário mínimo.",d
1221236310591053824,@g1 Kkkkkk,e
1221236310591053824,"@g1 Misericórdia, é muita degradação num país só",d
1221236310591053824,@g1 A mediocridade internacionalizada.,d
1221236310591053824,"@g1 Eis a nova ""música"" dele kkkkkkkk https://t.co/aiag2u3tCV",d
1221236310591053824,"@g1 Pqp, isso é a ""cultura"" do país sendo exportada? Que lixo",d
1221236310591053824,"@g1 Vai lá, fi, e faça uma turnê pelas soropa: eles precisam saber a quanto anda a cultura no desgoverno Bozonazi.",d
1221236310591053824,@g1 https://t.co/VXxNLN4yvh,e
1221236310591053824,@g1 Desconheço,d
1221236310591053824,@g1 Cadê o loirao,o
1221236310591053824,@g1 Isso explica a cultura brasileira atual,d
1221236310591053824,@g1 E eu estudei pra caralho ganhar quase nada para dar aulas de inglês e ser chingado por alunos de 7 anos. Pqp,d
1221236310591053824,@g1 https://t.co/jnkiWiNDTi,e
1221236310591053824,@g1 @MarkHue4,e
1221236310591053824,@g1 e vamos de mico https://t.co/UQ5CqVnbB4,d
1221236310591053824,"@g1 Boa sorte novo Caetano Veloso, que ganhe muito dinheiro e seja feliz da mesma forma que a sua musica fez muitos se sentirem.",c
1221236310591053824,@g1 Gente alguém avisa,d
1221236310591053824,@g1 Só no Brazil mesmo!,d
1221236310591053824,@g1 Brasil exportando a vergonha mais  uma vez https://t.co/AOQZV7LDVi,d
1221236310591053824,"@g1 Tem que aproveitar mesmo,mas se não investir o dinheiro que ganhou, vai ficar sem nada. E as pessoas que agora puxam o saco dele virarão de costas como se ele nunca existisse",c
1221236310591053824,@g1 Espero que não passe da caneta azul... o corona virús tá a solta... vai e inventa de trazer ele junto com a caneta caraí...,d
1221236310591053824,@g1 O MELHOR cantor e compositor do Brasil 👏👏👏,c
1221236310591053824,@g1 Meu deus serio,d
1221236310591053824,"@g1 nossa mas será que ele tem uma setlist, um álbum ou vai ser só essa música",o
1221236310591053824,@g1 Pqp... já não chega a vergonha que passamos e agora esta...lascou.,d
1221236310591053824,"@g1 Meu pai. O ridículo também faz fama, é o fim....",d
1221236310591053824,@g1 Ja que insistem né..,d
1221236310591053824,@g1 Tomara que se dê muito bem.,c
1221236310591053824,@g1 @maria_fernandaf goals? Hahah,e
1221236310591053824,@g1 Uauuu!,e
1221236310591053824,@g1 Vou esperar a turnê na broadway.,c
1221236310591053824,@g1 @vassoliveira,e
1221236310591053824,@g1 https://t.co/3j7GHs4uJ0,e
1221236310591053824,@g1 Bom disso td é ter a ctz q não é só Brasil q tem maluco kkkkkk!!!,c
1221236310591053824,@g1 Olha o que que uma caneta azul foi capaz de fazer né,o
1221236310591053824,@g1 Chupa Gilberto Gil...kkkk,o
1221236310591053824,@g1 @Bruno231181 BRUNO!!!!!,e
1221236310591053824,@g1 Jesus,d
1221236310591053824,@g1 E assinou o passaorte com que?,e
1221236310591053824,@g1 Que Deus o abençoe muito 😇 e eu vou lutando aqui nesse Brasil varonil 😀,c
1221236310591053824,@g1 💩,e
1221236310591053824,@g1 Que   vergonha  ele     vai   passar,d
1220326564853964800,@g1 🤮,e
1220326564853964800,"@g1 Mas Carvão Não Vêm da terra e não é preto, se a agua tá turva, não vai ficar mais Escura ainda, e agora vai ter gosto de Carvão?",d
1220326564853964800,@g1 Governador sumiu,d
1220326564853964800,@g1 Quase dois meses depois......E estamos aqui passando perrengue com esta água podre.,d
1220326564853964800,"@g1 Agora o gosto de terra vai ficar melhor, mais saboroso.",c
1220326564853964800,@g1 Já podem preparar a cerveja pq o carvão já foi ativado.,o
1220326564853964800,"@g1 Poderia misturar uma essência de pão de alho, pelo menos assim sai o gosto de terra e entra o gosto de churrasco de final de semana.",o
1220326564853964800,@g1 Tomara que adiante alguma coisa...,c
1220326564853964800,@g1 Eu quero é desconto na porra da conta de água ! Esse tempo todo comprando água mineral pq a @CedaeRJ não forneceu água potável!!!! Aloooo @MP_RJ,d
1220326564853964800,@g1 O Rio chegando ao século 19...,d
1220326564853964800,@g1 O Guandu é esgoto puro! Pra tornar essa água potável precisa de MUITO tratamento químico! A água que os cariocas bebem é uma bomba...,d
1220326564853964800,@g1 ¯\_(ツ)_/¯ que beleza sabor açaí prós eleitontos do wiskzel 😄😄😄,d
1220326564853964800,@g1 Boa sorte a quem vai beber isso aí.,d
1220326564853964800,@g1 @Rengio1996 @havellyf @ivixs_,e
1220326564853964800,@g1 Isso faz bem pra saúde da população,c
1220326564853964800,@g1 Pq não chamaram o time do coringão pra fazer isso?,d
1220326564853964800,@g1 Não Vai Ficar Com Gosto De Carvão Agora?🤔,d
1220326564853964800,@g1 @falcaocrf olha aí kakkaka,o
1220326564853964800,@g1 Ta parecendo potável já,c
1220326564853964800,@g1 Já estão jogando carvão! Agora vão nos cremar!!! Pode esperar...,d
1220320776475348998,@g1 Nojento ...,d
1220320776475348998,@g1 Ele deveria pedir para a justiça aceitar e por lá provar a inocência dele. Seria mais bonito.,d
1220320776475348998,@g1 Manda pro STF que o amigo do amigo do meu pai resolve.,o
1220320776475348998,@g1 Invasão aos celulares de autoridades??? Celulares de safados!!!!!! Safados!! Devíamos agradecer ao Glenn e não penaliza-lo,c
1220320776475348998,@g1 cadeia nesse vagabundo,d
1220320776475348998,"@g1 Rejeite contra Glenn e aceite a do intocável Flávio Bolsonaro, que já tá virando piada isso",c
1220320776475348998,"@g1 Ixi, Calma verdevaldo, tu tá no Brasil kkkkkk",d
1220320776475348998,@g1 Cadeia nesse vagabundo.,d
1220320776475348998,@g1 @ggreenwald Too late my friend!!!!!!Moro is waiting for you !!!!!! 🤷‍♂️🤷‍♂️🤷‍♂️🤷‍♂️🤷‍♂️🤷‍♂️🤷‍♂️🤷‍♂️🤷‍♂️🤷‍♂️🤷‍♂️🤷‍♂️🤷‍♂️🤷‍♂️🤷‍♂️,e
1220320776475348998,@g1 Se ele for preso vai deletar muita gente grande pode ter certeza.,c
1220320776475348998,@g1 https://t.co/dHofCHVtS8,e
1220320776475348998,"@g1 A imprensa é livre, só que dependendo de como ela atua, tem que responder por isso. E no caso, através de delações, e investigação da PF, mostrou-se a manipulação, dos áudios e mensagens que você divulgou, além delas terem sido obtidas por meio ilegais, e premeditados.",d
1220320776475348998,@g1 Jornalista????? Desde quando pagar hackers para obter informações é jornalismo??? Esse sujeito tem que ser extraditado.,d
1220320776475348998,"@g1 Ele tá é certo, tem que vazar tudo desses lixos mesmo, bota esse Moro na cadeia que é o lugar dele. #FORAMORO",c
1220320776475348998,@g1 Tá com o cú na mão! #VerdevaldoNaCadeia,d
1220320776475348998,@g1 Esse vagabundo tem que ser expulso do país. #VerdevaldoNaCadeia Já.,d
1220320776475348998,@g1 Verme asqueroso,d
1220320776475348998,@g1 https://t.co/TChxAGTaXM,e
1220320776475348998,@g1 Kkkkk... É um humorista!😂😂,d
1220320776475348998,@g1 Tic..tac...tic..tac..,e
1220320776475348998,"@g1 Sonho de consumo: ver esse desgraçado ENJAULADO ou DEPORTADO. Vem lá do país dele, um país de leis efetivas, só para atrapalhar o combate aos CORRUPTOS do nosso país. Verdebosta é apenas isso: um bandidólatra.",d
1220320776475348998,"@g1 Desenhando: Ladrão vai roubar a sua casa e conta para um ""amigo"" que diz:- Não perca tempo na sala, vai diretos nos cofres do quarto, pois lá está oq é de maior valor. Depois venda a mercadoria para ""Zé"" que tem interesse.Este ""amigo"" cometeu crime?",d
1220320776475348998,@g1 MimimimimiTe vira aí @ggreenwald A coisa ta feia pro teu lado,d
1220320776475348998,"@g1 Quem Não deve, Não teme.!!!",d
1220320776475348998,"@g1 Tá, cheiroso!!  Vá nessa...",d
1220320776475348998,"@g1 Vagabundo,trapaceiro",d
1220287990918000645,"@g1 Queriam que o Brasil fosse uma Bolivia, onde a corrupção corre solta com todo mundo de bico calado, assim fica fácil dizer que não existe corrupção. Se os números são altos é porque todos tem a percepção.",d
1220287990918000645,@g1 Soltaram Lula e cia.... Esperavam oq?,c
1220287990918000645,@g1 Prisão só depois de esgotado todos os recursos. Foro privilegiado. Juiz de garantias Abuso de autoridade  esse congresso é o pior da história.Entraram pra ajudar a lava jato e estão acabando com o judiciário brasileiro.,c
1220287990918000645,@g1 Todo mundo ja sabe 😪,c
1220287990918000645,"@g1 Pra todo mundo ver o quanto foi negativo a passagem do PT e essa esquerda corrupta no Brasil. Não será tão fácil limpar a merda que eles deixaram. Mas tenho certeza que ao final de 4 anos (1o mandato) do Governo Bolsonaro (com Moro na Justiça), o Brasil irá mudar essa imagem! 👍",c
1220287990918000645,"@g1 Vergonha...meu Deus!Temos um governo que só aumentou a corrupção...Dai vem Moro (chefe de quadrilha)  mentindo descaradamente q não tem mais corrupção.Bolsonaristas não tem mais como defender Bozo, prova disso é q não nos respondem mais, preferem bloquear e/ou excluir.",c
1220287990918000645,@g1 AGRADEÇAMOS AO CONGRESSO E AO STF !!!!UM ANO SEM CORRUPÇÃO NA PRESIDÊNCIA DA REPÚBLICA !!!!,d
1220287990918000645,@g1 Cadê o Brasil na foto?,d
1220287990918000645,"@g1 Com um clã miliciano no poder, e as bancadas evangélicas, da bala e do gado, vc queria o q?",c
1220287990918000645,"@g1 Mas, mas, mas, o Brasil não ia mudar? https://t.co/CfyKJGxA9T",d
1220287990918000645,"@g1 Com o chefe mor da corrupção solto, é sinal que a corrupção está em alta mesmo.",c
1220287990918000645,@g1 Volta Lula e Dilma!HAHAHAHAHAHA https://t.co/s2VtlJQVK0,d
1220287990918000645,@g1 A nova política do Bolsonaro cada dia tá mais parecida com a velha política,c
1220287990918000645,"@g1 ""acabou a mamata!"" https://t.co/aFyWegGsI6",c
1220287990918000645,"@g1 Mas Bozonaro disse que ia acabar com isso aí, taoquei?",c
1220287990918000645,@g1 Dinamarca é o meu sonho de princesa,c
1220287990918000645,"@g1 Pindorama sendo Pindorama: lidera os rankings negativos e na retaguarda dos positivos. Povo apático, vidrado em novelas,  BBBs e carnaval dá nisso. Desperdício de país.",c
1220287990918000645,@g1 Ué? Mas não tinha acabado?,d
1220287990918000645,"@g1 Também o fim da prisão em segunda instância,A aprovação do juiz de garantias,Lula em Liberdade,oque mais podia ser🙄🙄",c
1220287990918000645,@g1 https://t.co/SzAMGO4IQk,e
1220287990918000645,"@g1 Com esse congresso nacional e com esse STF, vocês queriam o que?",c
1220168020179349504,@g1 Incrível como ninguém jantou ele na porrada!,c
1220168020179349504,"@g1 👁👁VEJO que não vai dar em nada isso. E vejo mais: o nazista aí ganhou fama e tá felizão da vida andando pra lá e pra cá de boa. Se fosse na Alemanha, seria diferente. Mas no Brasil tudo pode. https://t.co/nz2kIslxa0",d
1220168020179349504,@g1 Não sei se é um lúcido delinquente ou se é mais um bêbado idiota....,o
1220168020179349504,"@g1 "" Gente , me nota , eu sou de extrema direita , tô carente !! """,c
1220168020179349504,"@g1 Agora tá faltando o ex secretário da cultura e o Bolsonaro pela apologia a tortura e a ditadura, brasileira, chilena e paraguaia",o
1220168020179349504,@g1 Só demorou um pouco né 💁🏼‍♀️,d
1220168020179349504,@g1 cara se esse cara usar isso ai na alemanha eles queimao ele vivo,c
1220168020179349504,@g1 Eu quebrava uma garrafa na cabeça dele,c
1220168020179349504,@g1 Poderiam prender os comunistas também.,o
1220168020179349504,@g1 Demorou demais...,d
1220168020179349504,"@g1 cara loko, querer propagar o nazismo mais um , já basta esse loko do Bolsonaro...",c
1220168020179349504,@g1 https://t.co/bhbJsfGC9w,e
1220168020179349504,@g1 Como é que demora tanto? Esperaram as férias dele acabarem porque ele já tinha feito a reserva das passagens?,d
1220168020179349504,@g1 Nessa idade querendo lacrar (e do jeito errado)...,o
1220168020179349504,@g1 Absurdo...poderia também denunciar igualmente uns que divulgam foice é martelo.,o
1220168020179349504,"@g1 Isso não pode ser algo comum tem que acabar - aqui não existe punição, parece que tudo pode.",c
1220168020179349504,@g1 É muita bizarrice pra pouco 2020,c
1220168020179349504,@g1 Gente???,o
1220135984827895810,@g1 houve trocas de mensagens no telegram?,o
1220135984827895810,@g1 @JohnnieDaSilva8 Maravilhoso 👏👏👏👏👏👏👏👏🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷,c
1220135984827895810,@g1 #theedgeofdemocracy,e
1220135984827895810,@g1 Maravilhoso 👏👏👏👏,c
1220135984827895810,@g1 Da para trocar e manter ele no lugar do Toffoli,c
1220135984827895810,@g1 Que alívio,c
1220135984827895810,@g1 In Fux we trust,e
1220135984827895810,@g1 👏🏻👏🏻👏🏻,e
1220135984827895810,@g1 Brincadeira !,d
1220135984827895810,@g1 Ótimo. Um juiz de respeito.,c
1220135984827895810,@g1 A ânsia para aprovar projetos que beneficia políticos corruptos é tanta que não debatem nem os projetos antes de colocar em pauta gera esses absurdos. Ridículo os pontos aprovados.,c
1220135984827895810,"@g1 Isso mostra a diferença entre um moleque despreparado e q foi colocado lá e era um advogadozinho é um juiz de carreira,correto!!",c
1220135984827895810,"@g1 ""É impossível se envolver com sentimento. Então, desce desce desce com tesão...""  😂😂😂#InFuxWeTrust",o
1220135984827895810,@g1 Fux my ass seu beariful,e
1220135984827895810,@g1 https://t.co/p4y63bL1cf,e
1220124483132035079,@g1 Não entendi. A casa de show impediu a mulher trans de entrar no interior de São Paulo? Quer dizer que ela não pode ir para Piracicaba? 😂Ô texto mal redigido... Cruz credo. Dá-lhe estagiário!!!,d
1220124483132035079,@g1 Mulher com órgão genital masculino seria o correto,d
1220124483132035079,@g1 4 mil não indeniza nenhuma humilhação.Sentença foi desproporcional.,d
1220124483132035079,"@g1 Só isso!? Tinha que pagar mais, aliais acho que nenhum valor compra danos morais",d
1220124483132035079,"@g1 Estranho, pq o próprio disse que já foi a casa mtas outras vezes e somente nessa ultima foi barrado. A casa alega "" vestes inadequadas ""Ele/ ela: homofobia - por ser barrado UMA UNICA VEZEntão..... https://t.co/cBvLzvHgQ9",d
1220124483132035079,@g1 Era pra ter sido 4 milhões,d
1220124483132035079,@g1 Resumo da ópera. desrespeitou as regras do estabelecimento.,d
1220124483132035079,@g1 @tejuropinga69,e
1220124483132035079,@g1 Tem que fechar essa birosca,c
1220124483132035079,@g1 https://t.co/hFhzTetYRm,e
1220124483132035079,@g1 Com essa boa indenização dá até pra ir ao próximo ROCK In Rio!!Sou a favor da diversidade e do respeito irrestrito a quem quer que seja!!,c
1220124483132035079,"@g1 ""o estabelecimento tem uma placa que indica quais trajes não são permitidos""",o
1220124483132035079,@g1 Só 4 mil? Achei pouco,d
1220124483132035079,@g1 já perdeu a razão o funcionário da empresa em dizer que ela “não passava de um homem vestido de mulher”condena justa!,c
